TBL_NM,ITM_NM_ENG,ITM_ID,ORG_ID,C1_OBJ_NM,C2_OBJ_NM,C3_OBJ_NM,C2,C1_NM_ENG,C2_NM_ENG,C3_NM_ENG,LST_CHN_DE,PRD_DE,ITM_NM,TBL_ID,C1_OBJ_NM_ENG,C2_OBJ_NM_ENG,C3_OBJ_NM_ENG,C3,DT,PRD_SE,C1,C1_NM,C2_NM,C3_NM
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Total population(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,10,1937687,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,총인구(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Male(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,11,981027,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,남자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Male(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,11,971942,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,남자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Male(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,11,962577,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,남자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Male(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,11,952915,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,남자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Male(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,11,942927,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,남자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Female(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,12,1036379,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,여자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Female(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,12,1026719,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,여자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Female(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,12,1016528,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,여자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Female(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,12,1005856,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,여자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Female(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,12,994760,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,여자(명)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Sex ratio(males per 100 females),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,94.7,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Sex ratio(males per 100 females),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,94.7,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Sex ratio(males per 100 females),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,94.7,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Sex ratio(males per 100 females),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,94.7,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Sex ratio(males per 100 females),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,13,94.8,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,성비(여자1백명당)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population Growth Rate,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,-0.89,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population Growth Rate,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,-0.93,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population Growth Rate,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,-0.98,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population Growth Rate,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,-1.03,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population Growth Rate,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,14,-1.08,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구성장률(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,3.9,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,3.9,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,3.9,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,3.9,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,15,3.8,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구구성비(%)
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,0-14 years old(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,195670,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,0-14 years old(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,193179,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,0-14 years old(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,190227,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,0-14 years old(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,186824,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,0-14 years old(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,21,182961,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,15-64 years old(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,1009167,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,15-64 years old(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,994452,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,15-64 years old(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,982203,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,15-64 years old(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,969691,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,15-64 years old(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,22,958190,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,65 years old and over(persons),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,812569,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,65 years old and over(persons),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,811030,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,65 years old and over(persons),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,806675,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,65 years old and over(persons),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,802256,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,65 years old and over(persons),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,23,796536,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,인구(명): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 0-14 years old,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,9.7,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 0-14 years old,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,9.7,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 0-14 years old,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,9.6,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 0-14 years old,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,9.5,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 0-14 years old,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,31,9.4,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 0-14세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 15-64 years old,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,50,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 15-64 years old,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,49.8,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 15-64 years old,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,49.6,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 15-64 years old,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,49.5,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 15-64 years old,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,32,49.5,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 15-64세
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 65 years old and over,2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,40.3,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 65 years old and over,2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,40.6,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 65 years old and over,2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,40.8,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 65 years old and over,2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,41,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Population percentage(%): 65 years old and over,2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,33,41.1,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,- 구성비(%): 65세 이상
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(total),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,99.9,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(total),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,101,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(total),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,101.5,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(total),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,102,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(total),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,40,102.2,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,총부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(child),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,19.4,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(child),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,19.4,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(child),2024-05-22,2050,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,19.4,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(child),2024-05-22,2051,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,19.3,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(child),2024-05-22,2052,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,41,19.1,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,유소년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(old-age),2024-05-22,2048,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,80.5,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,노년부양비
주요 인구지표(성비인구성장률인구구조부양비 등)/시도,Population items,T10,101,시나리오별,시도별,인구구조 부양비별,22,High,Daegu,Dependency ratio(old-age),2024-05-22,2049,인구항목,DT_1BPB002,By scenarios,By province,By the structure of population and dependency ratio,42,81.6,A,2,고위 추계(최대인구 추계: 출산율-고위 / 기대수명-고위 / 국제이동-고위 / 국내이동-중위),대구광역시,노년부양비
